date,label,nb_hits,sum_time_spent,avg_page_load_time,bounce_rate,exit_rate,entrances,bounces
2025-09-07,blog,16,187.01,1.249,32.3%,38.4%,1,5
2025-09-07,faq,5,51.89,0.912,64.1%,15.3%,4,3
2025-09-07,pricing,6,42.35,0.777,32.7%,24.6%,6,1
2025-09-07,testimonials,3,31.05,0.505,53.6%,12.0%,0,1
2025-09-08,about,31,231.82,1.115,68.7%,22.2%,9,21
2025-09-08,contact,46,452.82,0.705,15.7%,30.2%,42,7
2025-09-08,home,60,501.86,0.696,13.6%,56.3%,32,8
2025-09-08,services,27,251.44,0.353,40.0%,40.2%,16,10
2025-09-08,blog,19,189.49,0.793,45.0%,15.1%,14,8
2025-09-08,faq,12,126.56,0.975,63.2%,21.1%,6,7
2025-09-08,pricing,6,70.81,0.632,33.2%,60.0%,2,1
2025-09-08,testimonials,4,32.73,1.058,15.7%,38.4%,3,0
2025-09-09,about,32,272.97,1.017,69.6%,12.6%,16,22
2025-09-09,contact,52,342.88,0.725,17.6%,42.9%,8,9
2025-09-09,home,73,722.64,0.872,64.4%,36.5%,46,46
2025-09-09,services,25,250.65,0.646,18.4%,34.6%,24,4
2025-09-09,blog,12,83.98,1.131,21.2%,40.5%,6,2
2025-09-09,faq,9,86.11,0.816,45.0%,33.3%,0,4
2025-09-09,pricing,8,71.92,1.14,56.8%,32.5%,4,4
2025-09-09,testimonials,8,90.23,0.807,52.0%,58.5%,3,4
2025-09-10,about,34,288.64,0.965,15.5%,18.4%,6,5
2025-09-10,contact,43,370.48,0.774,56.4%,51.8%,37,24
2025-09-10,home,46,438.35,0.736,26.4%,52.4%,1,12
2025-09-10,services,18,136.27,0.89,28.5%,45.2%,11,5
2025-09-10,blog,16,137.53,0.472,16.6%,59.7%,8,2
2025-09-10,faq,6,55.44,0.683,44.9%,20.2%,5,2
2025-09-10,pricing,8,60.29,0.649,18.5%,27.5%,7,1
2025-09-10,testimonials,6,49.37,1.068,19.7%,31.7%,6,1
2025-09-11,about,44,485.6,0.583,31.3%,46.0%,43,13
2025-09-11,contact,42,291.38,1.028,49.9%,48.3%,30,20
2025-09-11,home,61,501.9,0.761,56.3%,21.0%,17,34
2025-09-11,services,26,185.32,0.709,45.3%,51.3%,21,11
2025-09-11,blog,9,61.1,0.74,28.1%,18.2%,8,2
2025-09-11,faq,11,122.61,1.033,24.4%,39.9%,1,2
2025-09-11,pricing,13,127.33,0.512,43.3%,25.9%,11,5
2025-09-11,testimonials,9,89.0,0.941,59.2%,19.5%,0,5
2025-09-12,about,29,270.37,0.379,58.1%,29.9%,13,16
2025-09-12,contact,27,284.91,0.98,58.8%,33.7%,6,15
2025-09-12,home,66,705.43,1.053,16.6%,52.0%,34,10
2025-09-12,services,27,185.79,0.861,24.0%,50.5%,13,6
2025-09-12,blog,4,30.07,0.719,58.3%,36.6%,1,2
2025-09-12,faq,11,102.74,0.376,45.3%,54.5%,3,4
2025-09-12,pricing,9,70.96,0.856,60.7%,42.3%,4,5
2025-09-12,testimonials,2,20.46,0.832,46.1%,21.8%,2,0
2025-09-13,about,22,185.15,0.915,16.1%,53.2%,15,3
2025-09-13,contact,37,267.82,0.547,55.4%,13.3%,29,20
2025-09-13,home,53,431.47,0.612,39.2%,40.4%,12,20
2025-09-13,services,21,139.24,0.652,45.9%,56.5%,8,9
2025-09-13,blog,8,91.12,0.592,16.4%,34.4%,7,1
2025-09-13,faq,7,62.37,0.917,29.7%,25.8%,3,2
2025-09-13,pricing,3,25.49,0.546,37.8%,30.3%,0,1
2025-09-13,testimonials,2,17.91,0.573,67.0%,46.6%,2,1
2025-09-14,about,28,241.31,1.073,39.5%,43.5%,18,11
2025-09-14,contact,32,269.39,0.684,11.4%,53.2%,19,3
2025-09-14,home,38,279.23,0.838,43.5%,48.5%,9,16
2025-09-14,services,12,74.67,0.691,60.0%,33.2%,12,7
2025-09-14,blog,11,92.53,0.746,40.0%,50.6%,10,4
2025-09-14,faq,14,182.11,0.622,46.2%,56.8%,7,6
2025-09-14,pricing,8,59.77,0.83,37.3%,32.8%,2,2
2025-09-14,testimonials,2,15.64,0.804,31.8%,11.3%,0,0
